ID;ID;phi1A;PHIA;phi2A;phi1B;PHIB;phi2B;q0A;q1A;q2A;q3A;q0B;q1B;q2B;q3B;misorientationCubicEulerAB;misoriQxQAB;misoriQuatCubic0;misoriQuatCubic1;misoriQuatCubic2;misoriQuatCubic3
ID;10541;0.840999;1.11492;6.04024;1.15407;1.75874;5.94765;-0.810942;-0.45322;-0.272888;-0.249992;-0.584974;-0.566371;-0.522154;-0.253739;0.713745;0.713745;0.936994;0.255464;0.237216;0.0225654
ID;10542;0.99143;1.68622;5.81799;0.448989;0.699095;5.83989;-0.642253;-0.557273;-0.497021;-0.172999;-0.939524;-0.308951;-0.147773;-0.00267397;0.899741;0.899741;0.900503;0.300858;0.276144;0.149409
ID;10543;0.372015;0.486645;6.0106;0.726341;0.891086;5.79362;-0.969344;-0.228523;-0.0763134;-0.0482322;-0.89606;-0.353731;-0.246152;-0.106583;0.462755;0.462755;0.973351;0.17752;0.141855;0.03084
ID;10544;0.567645;1.09441;5.78587;0.188116;1.04746;6.20261;-0.853454;-0.448267;-0.264142;-0.0300251;-0.864708;-0.495608;-0.0669856;-0.0465417;0.408194;0.408194;0.979244;0.165254;0.114642;0.0250763
ID;10545;1.20819;1.54421;6.04599;0.715771;1.40904;5.65037;-0.633653;-0.523254;-0.461427;-0.334327;-0.761266;-0.505926;-0.404369;-0.0315947;0.670938;0.670938;0.944256;0.247652;0.212631;0.0428594
ID;10546;0.594628;1.55761;5.97975;0.85824;1.80477;5.62161;-0.704224;-0.632795;-0.30492;-0.103263;-0.616745;-0.568908;-0.540617;-0.0608434;0.527213;0.527213;0.965457;0.189468;0.172412;0.0476386
ID;10547;0.678388;1.19206;6.05559;1.08653;1.47081;5.99152;-0.806639;-0.504743;-0.245683;-0.184957;-0.683762;-0.517804;-0.426576;-0.28702;0.484542;0.484542;0.970796;0.225204;0.0809391;0.0169593
ID;10548;1.09947;1.72332;5.87707;0.978469;0.987431;5.96264;-0.612437;-0.553852;-0.518861;-0.221252;-0.833361;-0.377406;-0.286613;-0.284478;0.74697;0.74697;0.931061;0.314612;0.182809;0.0269226
ID;10549;1.12553;1.7448;5.9183;0.789344;0.703541;5.67862;-0.597047;-0.562876;-0.519358;-0.238689;-0.93476;-0.264209;-0.221168;-0.0866091;1.05255;1.05255;0.864685;0.345407;0.338266;0.136345
ID;10550;0.8625;1.18543;5.72399;0.864325;1.66119;5.5799;-0.819907;-0.423324;-0.364484;-0.125302;-0.67225;-0.522911;-0.521249;-0.0542458;0.49663;0.49663;0.969328;0.189701;0.139793;0.0698223
ID;10551;1.12284;1.46472;5.8923;0.811967;1.88714;5.54058;-0.694353;-0.486086;-0.459107;-0.266109;-0.586548;-0.577141;-0.567852;-0.0203506;0.609431;0.609431;0.953932;0.257394;0.153011;0.0186888
ID;10552;0.661213;1.34117;6.03603;1.12248;1.60747;6.14983;-0.766728;-0.558443;-0.272647;-0.161041;-0.610865;-0.582623;-0.422944;-0.329413;0.552449;0.552449;0.962092;0.247864;0.0838779;0.0768563
ID;10553;0.792501;1.38054;5.63251;0.935206;1.13271;5.74965;-0.769135;-0.478042;-0.420622;-0.0546324;-0.826901;-0.398263;-0.35956;-0.16834;0.325069;0.325069;0.98682;0.140139;0.0799338;0.0125467
ID;10554;0.804426;1.28252;5.58633;0.738016;1.58759;5.85235;-0.800183;-0.43744;-0.408041;-0.0430799;-0.692891;-0.594679;-0.393386;-0.107268;0.403526;0.403526;0.979715;0.145931;0.126555;0.0533567
ID;10555;1.01487;0.877407;5.81155;0.818679;1.1465;6.0247;-0.872113;-0.312743;-0.287433;-0.242883;-0.807402;-0.465585;-0.278188;-0.232258;0.333532;0.333532;0.986127;0.154342;0.0532745;0.0299081
ID;10556;1.0898;1.34594;6.0684;0.0900914;1.15935;6.25581;-0.708321;-0.49534;-0.378356;-0.33131;-0.836229;-0.546809;-0.0321537;-0.0262299;0.624551;0.624551;0.951637;0.298571;0.0662432;0.02923
ID;10557;0.470518;1.29042;5.95839;0.852464;1.10883;5.95728;-0.796853;-0.554443;-0.232884;-0.0581647;-0.820913;-0.437683;-0.292538;-0.221264;0.422075;0.422075;0.977814;0.140894;0.139153;0.0683002
ID;10558;0.850759;1.10477;5.93648;0.696393;0.663355;5.71289;-0.824382;-0.433445;-0.295731;-0.212278;-0.943619;-0.262475;-0.192722;-0.0595744;0.558146;0.558146;0.961311;0.169335;0.157109;0.150077
ID;10559;0.390185;1.49095;5.99441;0.750199;1.33757;5.78558;-0.733822;-0.639607;-0.225879;-0.0372396;-0.778328;-0.503221;-0.362226;-0.0988275;0.415307;0.415307;0.978517;0.137383;0.134472;0.0744776
ID;10560;0.907003;0.443874;5.62827;0.463994;1.55431;5.93162;-0.967734;-0.156338;-0.154955;-0.122629;-0.711786;-0.643752;-0.278099;-0.0400533;0.459418;0.459418;0.973733;0.210625;0.0663975;0.0554366
ID;10561;0.775454;0.899026;5.53785;0.283774;1.33439;6.00977;-0.900557;-0.314843;-0.299479;-0.0135634;-0.785549;-0.594928;-0.170168;-0.00407041;0.661759;0.661759;0.945757;0.289531;0.117603;0.0887974
ID;10562;0.342881;0.730844;5.96261;0.455617;1.36587;6.18228;-0.933915;-0.337862;-0.116378;-0.0104182;-0.763555;-0.606799;-0.173346;-0.136859;0.698037;0.698037;0.939709;0.294601;0.13191;0.112947
ID;10563;0.767482;1.1833;5.66426;0.699776;1.31078;5.71538;-0.827732;-0.429011;-0.356393;-0.0615974;-0.791084;-0.491104;-0.360929;-0.0522775;0.145717;0.145717;0.997347;0.0707195;0.0147268;0.00899195
ID;10564;0.869305;1.47187;5.67527;0.792991;1.48527;5.53111;-0.734882;-0.496348;-0.451947;-0.0965951;-0.736534;-0.48428;-0.471979;-0.0150686;0.169712;0.169712;0.996402;0.0754684;0.0290925;0.0253256
ID;10565;0.820627;1.12325;5.64499;0.514137;0.956977;6.0171;-0.842872;-0.397062;-0.354915;-0.0770988;-0.880874;-0.425843;-0.175101;-0.109813;0.378325;0.378325;0.982162;0.154277;0.106256;0.016304
ID;10566;0.680508;1.39744;5.63929;0.736407;0.928909;5.83774;-0.765539;-0.507282;-0.395498;-0.0140148;-0.884621;-0.371976;-0.249559;-0.129611;0.519724;0.519724;0.966425;0.211754;0.107343;0.0982829
ID;10567;0.423074;1.35744;6.03011;1.09147;1.64454;6.15507;-0.775568;-0.59226;-0.208221;-0.066083;-0.603124;-0.600638;-0.41961;-0.315281;0.743441;0.743441;0.931704;0.34689;0.0812131;0.0707105
ID;10568;0.976519;1.20932;6.08175;0.886252;1.50108;5.90663;-0.761684;-0.4727;-0.315798;-0.310909;-0.707699;-0.550538;-0.402591;-0.184365;0.361154;0.361154;0.98374;0.151754;0.0960478;0.000861085
ID;10569;0.140241;0.755791;6.19926;0.245799;1.16403;6.17646;-0.929075;-0.36665;-0.0412687;-0.0261663;-0.833337;-0.541192;-0.0963934;-0.0580395;0.418785;0.418785;0.978157;0.197392;0.0622851;0.0191093
ID;10570;0.709768;1.50735;6.2376;0.83135;1.46657;5.89861;-0.68934;-0.636094;-0.252353;-0.237726;-0.72452;-0.549381;-0.382308;-0.164598;0.35255;0.35255;0.984504;0.163319;0.054802;0.0328041
ID;10571;0.358644;1.36785;5.95113;0.453018;1.19268;6.09357;-0.775029;-0.594536;-0.213893;-0.0103058;-0.820231;-0.532876;-0.177367;-0.108656;0.259814;0.259814;0.991574;0.0960758;0.0842858;0.0211312
ID;10572;0.666343;1.45855;6.05808;0.680239;1.03061;5.969;-0.727585;-0.601227;-0.287262;-0.163175;-0.85561;-0.433128;-0.235053;-0.158373;0.436279;0.436279;0.976302;0.206418;0.0502205;0.0412826
ID;10573;1.24792;1.59057;6.042;0.717987;1.04122;5.70028;-0.613245;-0.525115;-0.48388;-0.337704;-0.865539;-0.395843;-0.301202;-0.0585469;0.882736;0.882736;0.904168;0.337041;0.223017;0.138372
ID;10574;0.911102;1.55674;6.17214;0.361698;1.03989;6.00724;-0.655842;-0.612403;-0.343417;-0.277307;-0.867049;-0.471796;-0.15573;-0.0372006;0.798402;0.798402;0.921372;0.303675;0.19115;0.149388
ID;10575;0.192234;1.21018;6.19368;1.01391;1.33486;6.11182;-0.821367;-0.5632;-0.0798655;-0.0422277;-0.716747;-0.513416;-0.345727;-0.321171;0.791261;0.791261;0.922754;0.376968;0.0613797;0.051508
ID;10576;0.827555;1.04758;5.8971;0.638454;1.27406;6.02419;-0.844919;-0.410869;-0.285224;-0.189592;-0.789442;-0.535923;-0.258038;-0.151604;0.289379;0.289379;0.989551;0.134136;0.0464643;0.0252592
ID;10577;0.74997;1.28407;5.88212;0.839415;0.421825;5.59119;-0.788723;-0.502361;-0.325924;-0.139007;-0.975185;-0.150921;-0.145091;-0.0720109;0.890183;0.890183;0.902571;0.373426;0.20553;0.0606295
ID;10578;0.176435;1.52717;6.11761;0.510465;1.42445;5.8142;-0.722351;-0.68143;-0.117677;-0.00392263;-0.756746;-0.576707;-0.307406;-0.015696;0.440369;0.440369;0.975857;0.141437;0.133241;0.0997255
ID;10579;0.796095;0.918955;5.81891;0.842869;1.60892;5.59254;-0.883977;-0.358295;-0.26134;-0.14802;-0.691494;-0.518847;-0.499853;-0.052734;0.721668;0.721668;0.935603;0.271097;0.203238;0.099239
ID;10580;1.21818;1.27271;5.96182;0.980573;0.832295;5.75057;-0.724756;-0.426726;-0.413593;-0.348675;-0.891806;-0.293955;-0.277489;-0.203156;0.585991;0.585991;0.957383;0.183536;0.160547;0.154781
ID;10581;0.905865;1.24208;5.88858;0.530094;1.42218;5.91533;-0.786846;-0.463143;-0.352255;-0.205641;-0.755161;-0.587975;-0.283282;-0.0613917;0.411343;0.411343;0.978924;0.149527;0.135588;0.0310703
ID;10582;0.68475;1.14634;6.10432;0.231633;1.41087;6.149;-0.81345;-0.492523;-0.226959;-0.210261;-0.760425;-0.63755;-0.117931;-0.0370808;0.514145;0.514145;0.967138;0.192443;0.160469;0.0431105
ID;10583;1.21683;1.52786;6.17573;0.67587;0.862654;5.86641;-0.61385;-0.545579;-0.425303;-0.380326;-0.9008;-0.357221;-0.217212;-0.117352;0.969198;0.969198;0.884862;0.321613;0.239476;0.23714
ID;10584;0.650502;1.05514;5.69067;0.179309;0.700045;6.15393;-0.86367;-0.409293;-0.293132;-0.0250466;-0.939071;-0.338846;-0.052696;-0.0235086;0.5248;0.5248;0.96577;0.228625;0.0972747;0.0745416
ID;10585;0.779128;1.65636;5.84648;0.959574;1.19913;5.87063;-0.666331;-0.604714;-0.420774;-0.115211;-0.794895;-0.43661;-0.357471;-0.222999;0.492826;0.492826;0.969794;0.242404;0.0245563;0.0117284
ID;10586;0.957533;1.74248;5.82757;0.662737;0.969806;6.00857;-0.623709;-0.581949;-0.496746;-0.159896;-0.868113;-0.415859;-0.21055;-0.170615;0.828945;0.828945;0.915329;0.296909;0.267115;0.0516533
ID;10587;0.828287;1.33955;5.90019;0.764328;0.874323;5.98224;-0.764611;-0.51039;-0.353419;-0.173108;-0.881749;-0.364721;-0.21499;-0.208029;0.471508;0.471508;0.972338;0.207472;0.104204;0.0255942
ID;10588;0.614549;1.48108;6.14593;1.23535;1.73297;5.96098;-0.717185;-0.627578;-0.247686;-0.174478;-0.581185;-0.54241;-0.535277;-0.28547;0.698606;0.698606;0.939611;0.324457;0.09825;0.0469571
ID;10589;0.320137;1.11846;6.02757;0.311308;1.48816;6.18211;-0.847221;-0.508704;-0.150627;-0.0273433;-0.731649;-0.66295;-0.138666;-0.0771927;0.399548;0.399548;0.980111;0.181637;0.0747119;0.0284157
ID;10590;0.846901;1.00457;5.66836;0.679579;1.19572;5.74319;-0.87059;-0.358473;-0.32136;-0.101479;-0.82453;-0.461427;-0.322356;-0.0576371;0.242174;0.242174;0.992678;0.120332;0.0104953;0.000765534
ID;10591;0.76795;1.60579;5.64908;0.488398;1.01154;6.11455;-0.693072;-0.549727;-0.463997;-0.0464497;-0.863646;-0.45857;-0.156312;-0.139269;0.754643;0.754643;0.929655;0.237134;0.214307;0.183254
ID;10592;0.960238;1.02628;5.78261;0.927618;1.41966;5.93302;-0.848299;-0.365684;-0.327526;-0.198471;-0.727076;-0.523162;-0.388616;-0.215961;0.418046;0.418046;0.978234;0.184313;0.068135;0.0666667
ID;10593;0.898184;1.16616;5.96609;0.623921;1.52025;6.037;-0.799784;-0.45204;-0.314353;-0.23914;-0.711862;-0.624828;-0.290391;-0.136069;0.442644;0.442644;0.975608;0.204608;0.0794396;0.00373916
ID;10594;0.750015;0.899316;5.9467;0.515781;1.4493;6.06837;-0.881413;-0.372081;-0.224683;-0.184889;-0.740268;-0.619137;-0.236796;-0.112248;0.589952;0.589952;0.956809;0.288836;0.0303168;0.013072
ID;10595;0.720017;1.67279;5.74721;0.86266;1.1711;5.58047;-0.667308;-0.60062;-0.436078;-0.0615818;-0.830744;-0.391845;-0.389729;-0.0665767;0.540049;0.540049;0.963764;0.242512;0.0863431;0.0699353
ID;10596;0.408886;1.53527;6.05533;0.820515;1.25522;6.11886;-0.716608;-0.659539;-0.217371;-0.0650426;-0.766257;-0.517446;-0.27761;-0.260832;0.509779;0.509779;0.967691;0.173211;0.170748;0.0664581
ID;10597;0.746296;1.29673;5.6498;0.854226;1.54847;5.95481;-0.795803;-0.465804;-0.384319;-0.044976;-0.690388;-0.58046;-0.389746;-0.18582;0.420894;0.420894;0.977938;0.158362;0.105281;0.0864608
ID;10598;0.324151;1.02026;6.01689;0.824297;1.64081;5.76952;-0.872317;-0.467164;-0.142069;-0.0252417;-0.673715;-0.573767;-0.453621;-0.105487;0.790789;0.790789;0.922845;0.334784;0.182235;0.0553886
ID;10599;0.748565;1.25726;6.04497;1.31423;1.45815;6.1381;-0.782642;-0.517905;-0.278503;-0.204163;-0.62195;-0.496571;-0.444085;-0.411563;0.624496;0.624496;0.951645;0.286114;0.10343;0.0425702
ID;10600;0.672479;1.58818;6.05213;0.781769;1.29739;6.04412;-0.683929;-0.641674;-0.311364;-0.153451;-0.767715;-0.527142;-0.295151;-0.213588;0.31026;0.31026;0.987991;0.153308;0.0189872;0.00301509
ID;10601;0.750236;1.68948;5.65141;0.936221;1.64947;5.85716;-0.66276;-0.576258;-0.476584;-0.0392997;-0.656785;-0.570506;-0.462407;-0.171276;0.266186;0.266186;0.991156;0.0931324;0.0697302;0.0638239
ID;10602;0.426309;1.35989;6.17602;1.21391;1.68422;6.00205;-0.76773;-0.606513;-0.16573;-0.123557;-0.594773;-0.547132;-0.507184;-0.299427;0.75617;0.75617;0.929373;0.356881;0.0939748;0.00834927
ID;10603;0.456152;1.41235;5.95053;0.580947;1.6614;5.92229;-0.759401;-0.599106;-0.249356;-0.0469496;-0.670281;-0.658029;-0.335021;-0.0740461;0.279418;0.279418;0.990257;0.100743;0.0954035;0.011868
ID;10604;1.06679;1.03207;5.94464;1.26314;1.30993;6.03092;-0.812757;-0.376549;-0.318884;-0.309758;-0.693908;-0.442484;-0.418628;-0.383993;0.368937;0.368937;0.983034;0.126496;0.105565;0.0806163
ID;10605;0.58617;1.34235;5.84751;0.881432;1.75462;5.7923;-0.780875;-0.542486;-0.304103;-0.0588685;-0.627072;-0.594983;-0.487229;-0.124032;0.50809;0.50809;0.967904;0.22203;0.115393;0.0234398
ID;10606;0.381678;1.54511;5.96854;1.04997;1.40499;5.83249;-0.715727;-0.656091;-0.238125;-0.0239984;-0.729225;-0.472615;-0.440579;-0.225289;0.682576;0.682576;0.942324;0.278156;0.183248;0.0327733
ID;10607;0.19834;1.04396;6.18633;0.246584;1.3446;6.18213;-0.865717;-0.493177;-0.0733248;-0.0439667;-0.780321;-0.613402;-0.107708;-0.05688;0.304238;0.304238;0.988452;0.146761;0.0371108;0.00679211
ID;10608;0.688714;1.53131;6.00651;0.988625;1.56219;5.93384;-0.705685;-0.613829;-0.321673;-0.147476;-0.674173;-0.552299;-0.436649;-0.223145;0.308359;0.308359;0.988138;0.146795;0.0323224;0.0314627
ID;10609;0.888181;1.58232;5.71865;0.461027;1.00951;5.97477;-0.693836;-0.531668;-0.472325;-0.113268;-0.872746;-0.448244;-0.181492;-0.0667269;0.712904;0.712904;0.937141;0.301589;0.163963;0.062667
ID;10610;0.799427;1.35026;6.13719;1.15412;1.32733;5.88776;-0.739331;-0.556461;-0.284562;-0.250531;-0.731736;-0.440186;-0.430929;-0.291715;0.383717;0.383717;0.981652;0.162423;0.082184;0.056789
ID;10611;0.529573;1.04394;6.08578;0.464922;1.17871;5.9133;-0.854909;-0.466014;-0.177268;-0.143307;-0.830362;-0.508103;-0.225324;-0.0394878;0.248853;0.248853;0.992269;0.100172;0.0727123;0.00897774
ID;10612;0.614067;1.23051;5.85474;0.834122;1.65958;5.6304;-0.81311;-0.500517;-0.287413;-0.0756813;-0.672256;-0.543115;-0.499362;-0.0611211;0.518319;0.518319;0.966606;0.202309;0.125362;0.0950194
ID;10613;1.10256;1.54086;6.11961;0.57976;1.38203;5.92898;-0.639965;-0.561484;-0.41203;-0.324671;-0.765703;-0.569084;-0.286918;-0.0867222;0.595972;0.595972;0.95593;0.267947;0.119723;0.00831379
ID;10614;0.728792;0.844896;5.74761;0.7331;0.932633;5.67779;-0.907835;-0.330759;-0.242269;-0.0879792;-0.89141;-0.352616;-0.278929;-0.0569968;0.110493;0.110493;0.998474;0.0360066;0.0335124;0.0250904
ID;10615;0.838347;1.21362;6.02019;0.528205;1.55994;6.0739;-0.787713;-0.485952;-0.298389;-0.233072;-0.701916;-0.655985;-0.253484;-0.112887;0.46029;0.46029;0.973633;0.201027;0.107805;0.00211612
ID;10616;0.77327;0.8968;5.8885;0.835267;1.06034;5.9371;-0.885045;-0.361679;-0.239022;-0.169563;-0.837042;-0.420002;-0.281626;-0.208916;0.190541;0.190541;0.995465;0.0667975;0.053524;0.0415005
ID;10617;0.462161;1.58534;6.08682;0.56538;1.25746;5.87389;-0.695755;-0.673971;-0.230297;-0.0930128;-0.806312;-0.519653;-0.275401;-0.0630562;0.395453;0.395453;0.980516;0.170785;0.0970632;8.3899e-05
ID;10618;0.368059;0.97201;6.0997;0.55908;1.47095;6.07762;-0.880443;-0.449448;-0.127186;-0.0814856;-0.729959;-0.622498;-0.250312;-0.130386;0.53125;0.53125;0.964929;0.223809;0.135422;0.0219865
ID;10619;1.00736;1.1182;5.85767;0.427664;0.862136;6.00819;-0.812111;-0.40002;-0.34833;-0.243158;-0.905874;-0.392318;-0.143798;-0.0692856;0.570851;0.570851;0.959542;0.266443;0.0848687;0.0329305
ID;10620;0.661027;0.842274;5.72442;0.370979;1.12762;6.09278;-0.911432;-0.335095;-0.234153;-0.0466419;-0.841783;-0.513494;-0.148042;-0.0762095;0.424906;0.424906;0.977517;0.174998;0.100825;0.0605886
ID;10621;0.529208;0.548041;5.82096;0.90719;1.37258;5.70455;-0.962151;-0.238031;-0.128716;-0.0322347;-0.763188;-0.466699;-0.428638;-0.126515;0.880518;0.880518;0.904641;0.32925;0.264906;0.0551681
ID;10622;1.34731;1.45585;6.18533;0.644842;1.03704;5.76146;-0.60555;-0.499058;-0.439994;-0.436641;-0.866909;-0.413651;-0.272958;-0.053431;0.98864;0.98864;0.880292;0.356895;0.273556;0.15126
ID;10623;0.557566;1.1144;5.74278;0.790738;1.51892;5.77677;-0.848709;-0.451103;-0.275945;-0.00728166;-0.717891;-0.54872;-0.41591;-0.102749;0.471608;0.471608;0.972327;0.197242;0.116536;0.0457745
ID;10624;0.834887;1.64913;5.55516;0.695922;1.22187;5.96122;-0.677909;-0.521237;-0.517142;-0.0362565;-0.804834;-0.500932;-0.279508;-0.152264;0.590188;0.590188;0.956775;0.187404;0.16553;0.148531
ID;10625;0.57111;1.21393;5.785;1.34382;1.54431;6.06637;-0.820837;-0.490779;-0.290629;-0.0299419;-0.605644;-0.495836;-0.490822;-0.38267;0.829147;0.829147;0.915288;0.349847;0.150218;0.131487
ID;10626;1.16419;1.30016;6.08934;0.793345;1.54945;6.20633;-0.704169;-0.470998;-0.380115;-0.37124;-0.669244;-0.634345;-0.294851;-0.250564;0.446954;0.446954;0.975133;0.164244;0.14569;0.0302388
ID;10627;0.172844;1.12841;6.1198;0.376742;0.847709;5.91063;-0.845005;-0.527205;-0.0894766;-0.0039945;-0.911509;-0.382749;-0.150505;-0.00190861;0.341112;0.341112;0.985491;0.156696;0.0471278;0.0450958
ID;10628;0.521628;1.42648;5.90065;0.824182;1.5308;5.75181;-0.754417;-0.588557;-0.28582;-0.0525503;-0.713391;-0.539689;-0.434446;-0.105195;0.340603;0.340603;0.985534;0.157405;0.0595704;0.0199575
ID;10629;0.642694;1.47033;6.23538;0.668911;1.58325;6.15542;-0.709151;-0.631131;-0.226991;-0.21738;-0.677126;-0.65579;-0.27598;-0.187818;0.140137;0.140137;0.997546;0.0550589;0.0393241;0.0179922
ID;10630;0.860922;1.47815;5.71755;0.826209;1.11871;5.64175;-0.73105;-0.509394;-0.440752;-0.108725;-0.843983;-0.394064;-0.355375;-0.0781976;0.370807;0.370807;0.982862;0.137667;0.115202;0.0419371
ID;10631;0.588275;1.47619;5.9002;0.955401;1.30991;6.13336;-0.735857;-0.595084;-0.314077;-0.0757997;-0.729607;-0.518459;-0.319736;-0.310875;0.496055;0.496055;0.969399;0.151825;0.146022;0.126069
ID;10632;0.981139;1.6736;5.82903;0.690877;1.62754;5.85664;-0.646723;-0.55937;-0.488279;-0.174464;-0.680772;-0.616352;-0.385316;-0.0905022;0.297309;0.297309;0.988971;0.140122;0.0408386;0.0251773
ID;10633;0.384472;1.49454;6.12088;0.761128;1.59366;5.62241;-0.729027;-0.654397;-0.183498;-0.0813191;-0.698096;-0.541895;-0.466672;-0.0350569;0.621991;0.621991;0.952029;0.237163;0.190992;0.0302604
ID;10634;0.719513;1.37608;5.66392;0.709895;0.805826;5.76179;-0.771522;-0.497986;-0.394038;-0.0387029;-0.91584;-0.32011;-0.226432;-0.0865732;0.577683;0.577683;0.958574;0.234453;0.155456;0.0447231
ID;10635;0.819893;0.931384;5.61019;0.996201;1.59989;5.9078;-0.891102;-0.329645;-0.304913;-0.0655698;-0.663448;-0.555144;-0.454269;-0.212817;0.770697;0.770697;0.926668;0.240883;0.23626;0.165663
ID;10636;0.774575;1.42676;5.68558;0.750946;0.5054;5.56549;-0.753195;-0.506325;-0.414569;-0.0668228;-0.968107;-0.185585;-0.167534;-0.0160954;0.930677;0.930677;0.89367;0.345872;0.279413;0.0604572
ID;10637;0.617118;0.90457;5.95341;0.684909;1.18931;5.91926;-0.890184;-0.388951;-0.199262;-0.128783;-0.817696;-0.484939;-0.280509;-0.132373;0.290649;0.290649;0.989459;0.123389;0.0758031;5.62062e-05
ID;10638;0.529304;1.36918;6.06534;0.503146;1.16129;5.96657;-0.765305;-0.58874;-0.230774;-0.120155;-0.832476;-0.503124;-0.218603;-0.0778654;0.234899;0.234899;0.993111;0.0967714;0.0530278;0.0394261
ID;10639;0.803725;0.642463;5.74755;0.969713;1.28229;5.72744;-0.940335;-0.247543;-0.195988;-0.126809;-0.784306;-0.432407;-0.413235;-0.164697;0.657638;0.657638;0.946424;0.232581;0.220802;0.0378662
ID;10640;0.844482;1.49777;5.60833;0.887729;0.800332;5.62093;-0.729814;-0.493641;-0.46887;-0.0620474;-0.91515;-0.278321;-0.272586;-0.103612;0.699161;0.699161;0.939516;0.2803;0.196271;0.0147715
ID;10641;0.411892;1.1327;5.9094;1.02593;1.5407;6.17688;-0.843713;-0.495682;-0.2054;-0.0160773;-0.643128;-0.587742;-0.373513;-0.318488;0.826661;0.826661;0.915788;0.331459;0.193951;0.117686
ID;10642;1.10472;1.45938;5.96151;0.738267;1.40568;6.1792;-0.688978;-0.504161;-0.436152;-0.284432;-0.724958;-0.589913;-0.264234;-0.237947;0.402498;0.402498;0.979818;0.181967;0.0818144;0.0123174
ID;10643;0.65252;1.4038;5.96169;0.64301;1.69602;5.86131;-0.753181;-0.570602;-0.302163;-0.125812;-0.657436;-0.646149;-0.380711;-0.07299;0.309075;0.309075;0.988083;0.137376;0.0497308;0.0484465
ID;10644;0.658392;1.45666;5.99912;0.912974;1.13454;5.9954;-0.733252;-0.59308;-0.302181;-0.138864;-0.802502;-0.443362;-0.303569;-0.259359;0.409282;0.409282;0.979134;0.18707;0.0723455;0.0326719
ID;10645;0.840365;1.31642;6.12904;0.508933;1.45832;6.10944;-0.744978;-0.537622;-0.291793;-0.266134;-0.735286;-0.627806;-0.223025;-0.124395;0.364072;0.364072;0.983477;0.148605;0.0954526;0.0397266
ID;10646;0.888188;1.66831;5.71908;0.900643;1.01826;5.62445;-0.663002;-0.553872;-0.491841;-0.108382;-0.86679;-0.346618;-0.342684;-0.105354;0.656366;0.656366;0.94663;0.264959;0.178337;0.0434164
ID;10647;0.806542;1.15624;5.81469;0.576507;1.48399;5.9466;-0.825557;-0.439114;-0.325249;-0.140884;-0.731824;-0.606548;-0.297911;-0.0882123;0.402383;0.402383;0.979829;0.192665;0.0388002;0.0361845
ID;10648;0.939023;1.54527;5.9348;0.518244;0.767329;6.03775;-0.685073;-0.558336;-0.418927;-0.208411;-0.918686;-0.347363;-0.139482;-0.126098;0.864502;0.864502;0.908025;0.298723;0.291296;0.0374357
ID;10649;0.90348;1.24742;5.82351;1.1032;1.53315;5.9475;-0.791813;-0.453563;-0.367964;-0.178648;-0.667899;-0.521762;-0.457108;-0.269682;0.381312;0.381312;0.98188;0.145288;0.0926322;0.0788815
ID;10650;0.709719;1.57016;5.7536;0.914606;1.52799;5.75399;-0.704465;-0.575459;-0.410523;-0.0636211;-0.708711;-0.519242;-0.457158;-0.138289;0.209175;0.209175;0.994536;0.0776549;0.0697325;0.00241591
ID;10651;1.01574;1.63762;5.82924;0.357809;1.13126;5.97985;-0.65632;-0.541859;-0.489667;-0.189366;-0.843939;-0.506929;-0.173959;-0.0229939;0.806695;0.806695;0.919752;0.378657;0.0793018;0.0662289
ID;10652;1.08274;1.33226;6.09983;1.28806;1.38787;6.06446;-0.708055;-0.498207;-0.36558;-0.341759;-0.661449;-0.466484;-0.437538;-0.391713;0.208438;0.208438;0.994574;0.103717;0.00708863;0.00385036
ID;10653;0.81263;1.74706;5.55124;0.491565;1.39015;6.12037;-0.641602;-0.54913;-0.534914;-0.0258994;-0.757653;-0.606468;-0.205827;-0.125675;0.739069;0.739069;0.932496;0.272393;0.219915;0.0888329
ID;10654;0.676285;0.753188;5.63259;0.811396;1.03419;5.99746;-0.929846;-0.289746;-0.226475;-0.011944;-0.839406;-0.421823;-0.257786;-0.225852;0.539632;0.539632;0.96382;0.220821;0.109998;0.100944
ID;10655;0.440155;1.45076;6.07703;1.0851;1.69827;6.04567;-0.743133;-0.629078;-0.210677;-0.0873439;-0.602191;-0.592453;-0.461047;-0.271663;0.690048;0.690048;0.941067;0.334902;0.0444834;0.015934
ID;10656;0.675878;1.56633;6.21183;1.1037;0.913049;5.83805;-0.676556;-0.656854;-0.257507;-0.21096;-0.849366;-0.315119;-0.308273;-0.29025;0.793897;0.793897;0.922245;0.354422;0.11402;0.104157
ID;10657;0.969884;1.5494;5.92203;0.731405;1.6392;5.66512;-0.681786;-0.550224;-0.43192;-0.214164;-0.681417;-0.570719;-0.45657;-0.0386573;0.357297;0.357297;0.984085;0.12429;0.0952604;0.0839926
ID;10658;0.533829;0.457527;5.91776;1.40121;1.63246;6.12788;-0.970497;-0.204234;-0.0985629;-0.0819093;-0.556309;-0.518842;-0.511482;-0.399637;0.663125;0.663125;0.945535;0.264155;0.175897;0.0724292
ID;10659;0.762236;1.39121;5.83067;0.703885;1.12104;6.07912;-0.758478;-0.526234;-0.365744;-0.118405;-0.820667;-0.477779;-0.233142;-0.20947;0.358763;0.358763;0.983954;0.118486;0.113764;0.0696622
