ID;ID;phi1A;PHIA;phi2A;phi1B;PHIB;phi2B;q0A;q1A;q2A;q3A;q0B;q1B;q2B;q3B;distanceAB
ID;13008;0.494239;1.50961;6.09787;0.702692;0.997714;5.99452;-0.719733;-0.645976;-0.228345;-0.112063;-0.859382;-0.420842;-0.227552;-0.180487;0.274484
ID;13009;0.969163;1.46416;5.83541;0.525632;0.864778;6.05833;-0.718654;-0.50757;-0.434919;-0.191713;-0.897719;-0.389884;-0.153578;-0.136034;0.359944
ID;13010;0.699219;1.50361;5.99097;0.796013;1.63924;6.0887;-0.715383;-0.60075;-0.324858;-0.147626;-0.651862;-0.643071;-0.347355;-0.20219;0.0965224
ID;13011;0.844851;1.66196;5.72694;0.512239;1.44214;5.99731;-0.667145;-0.564645;-0.476125;-0.0969441;-0.746294;-0.608317;-0.256515;-0.0848309;0.23836
ID;13012;0.712798;1.16519;5.73571;0.66649;1.25598;5.68127;-0.832186;-0.444526;-0.324205;-0.0689452;-0.808789;-0.473272;-0.348125;-0.0261229;0.0614889
ID;13013;0.68123;0.823142;5.64701;0.0922496;1.32892;6.19271;-0.916261;-0.316354;-0.244867;-0.0206433;-0.787248;-0.614064;-0.0562582;-0.000699466;0.378076
ID;13014;0.815768;1.58801;5.70262;0.81923;1.46709;5.95247;-0.696154;-0.546301;-0.458432;-0.0822492;-0.720756;-0.561856;-0.364087;-0.179636;0.138792
ID;13015;1.22912;1.74465;6.02259;1.1795;1.13405;5.94997;-0.56911;-0.563023;-0.519128;-0.299374;-0.769108;-0.390674;-0.368616;-0.346366;0.308741
ID;13016;1.26313;1.39189;5.99753;0.833577;1.48637;5.76311;-0.6776;-0.458296;-0.448316;-0.360327;-0.727292;-0.52748;-0.423792;-0.114945;0.261647
ID;13017;1.14756;1.59986;6.00559;0.336367;1.09877;6.19832;-0.631874;-0.542772;-0.468965;-0.293609;-0.846112;-0.510623;-0.109164;-0.106964;0.463736
ID;13018;0.487044;0.549135;5.88469;0.743689;1.04345;5.68244;-0.961599;-0.244985;-0.116164;-0.0426035;-0.864748;-0.389951;-0.310349;-0.061912;0.262431
ID;13019;0.3957;0.27343;5.9305;0.530917;0.438981;5.92264;-0.99044;-0.126859;-0.0498168;-0.0213039;-0.972469;-0.196459;-0.0938679;-0.0830434;0.104544
ID;13020;0.634648;1.28057;5.94708;0.733184;1.06839;5.63212;-0.793008;-0.528421;-0.278722;-0.119262;-0.859954;-0.391989;-0.324925;-0.0353296;0.179895
ID;13021;0.398585;1.62079;5.95128;0.294583;1.15672;6.07523;-0.68883;-0.676764;-0.258796;-0.0229745;-0.836575;-0.529485;-0.135917;-0.0362561;0.243076
ID;13022;0.994014;1.39287;6.10217;0.797478;1.43698;6.00459;-0.70462;-0.533924;-0.355574;-0.30332;-0.727606;-0.565249;-0.337321;-0.193124;0.118332
ID;13023;1.34167;1.47872;6.09303;0.141184;0.747757;6.21564;-0.619774;-0.485653;-0.467086;-0.402309;-0.930287;-0.363241;-0.0380483;-0.0342665;0.668851
ID;13024;0.730016;1.49806;5.74749;0.70626;1.28953;5.69874;-0.728896;-0.549061;-0.402734;-0.0710443;-0.79776;-0.48014;-0.361495;-0.0486499;0.108194
ID;13025;0.656739;1.26267;5.84735;0.457583;0.53818;6.00149;-0.80232;-0.504323;-0.306633;-0.08898;-0.960288;-0.247898;-0.0960473;-0.0846703;0.369622
ID;13026;0.611907;1.56264;6.00043;0.438095;1.17015;6.18656;-0.700391;-0.634926;-0.304616;-0.116321;-0.821549;-0.532642;-0.145901;-0.141644;0.226254
ID;13027;0.6451;1.60762;6.17311;0.860967;1.69782;5.66996;-0.669286;-0.669285;-0.265451;-0.183439;-0.65574;-0.555733;-0.504481;-0.0816462;0.284818
ID;13028;0.987057;1.39902;6.16257;1.19099;1.48881;6.07578;-0.694472;-0.547596;-0.338631;-0.321211;-0.648326;-0.518556;-0.436066;-0.347303;0.114724
ID;13029;0.690099;0.96688;5.7799;0.839964;1.64982;5.78941;-0.881541;-0.384505;-0.261191;-0.0825815;-0.668483;-0.577132;-0.4543;-0.116881;0.34958
ID;13030;1.47087;1.60788;6.20286;0.560815;1.13931;5.89438;-0.532813;-0.514149;-0.504171;-0.444492;-0.838975;-0.479679;-0.24657;-0.0723347;0.554605
ID;13031;0.872846;1.498;6.05569;0.113052;0.834383;6.20456;-0.694572;-0.580429;-0.356001;-0.232238;-0.914095;-0.403335;-0.0387742;-0.0157358;0.481134
ID;13032;0.744529;1.15409;5.83728;0.958051;1.66346;5.7657;-0.828753;-0.451731;-0.305883;-0.124672;-0.65732;-0.546912;-0.497146;-0.147184;0.275713
ID;13033;1.31351;1.64898;6.06377;0.732068;1.45436;5.77658;-0.57985;-0.528895;-0.509239;-0.353157;-0.742311;-0.541293;-0.385892;-0.0840381;0.339544
ID;13034;0.87133;1.54801;5.98695;0.898772;0.91324;5.7753;-0.685756;-0.583239;-0.385279;-0.202809;-0.88046;-0.336285;-0.285167;-0.174305;0.33279
ID;13035;0.838298;1.54989;5.87068;0.829525;1.40935;6.20143;-0.69833;-0.567246;-0.409608;-0.150958;-0.709191;-0.5817;-0.28505;-0.278243;0.179245
ID;13036;0.171624;0.842861;6.21605;1.20354;1.40528;6.12476;-0.91126;-0.406155;-0.0487179;-0.0476526;-0.661295;-0.502095;-0.406841;-0.38088;0.565146
ID;13037;0.352938;1.29659;6.03472;0.410723;0.461509;5.90934;-0.796028;-0.576733;-0.178848;-0.0416191;-0.973329;-0.211339;-0.0874364;-0.0179502;0.420053
ID;13038;1.35521;1.47914;6.17073;1.26788;1.57493;6.22668;-0.600666;-0.500501;-0.451371;-0.430073;-0.580118;-0.55881;-0.43566;-0.40174;0.0698126
ID;13039;0.364789;1.47183;5.97056;0.200686;0.619017;6.09481;-0.740965;-0.633127;-0.223041;-0.0193292;-0.952465;-0.298845;-0.0588794;-0.00586252;0.431841
ID;13040;0.407696;0.764259;6.07815;1.08259;1.59245;5.79868;-0.923113;-0.355534;-0.112463;-0.0938625;-0.668367;-0.506321;-0.504448;-0.206051;0.509343
ID;13041;0.289583;1.33409;6.24343;0.786611;1.46215;6.18962;-0.77953;-0.6103;-0.101415;-0.0978846;-0.700207;-0.60405;-0.284439;-0.252841;0.253344
ID;13042;1.01216;1.63356;5.88779;0.336553;1.39652;6.04539;-0.652279;-0.555749;-0.471702;-0.207779;-0.765028;-0.616558;-0.182095;-0.0378049;0.361371
ID;13043;0.350689;1.49814;5.94662;0.581146;1.53906;5.93676;-0.732305;-0.641147;-0.229419;-0.00517013;-0.713299;-0.622296;-0.311255;-0.0840997;0.116873
ID;13044;0.752493;1.61985;6.02563;0.344477;0.8606;5.97668;-0.668547;-0.633823;-0.350406;-0.168906;-0.908677;-0.395241;-0.133392;-0.0172529;0.433118
ID;13045;1.05608;1.53145;6.19733;0.815854;1.54232;5.70189;-0.637709;-0.583125;-0.374559;-0.336151;-0.712178;-0.533709;-0.448237;-0.0839104;0.278462
ID;13046;1.06679;1.46061;5.91556;0.916172;1.52759;6.09434;-0.699913;-0.502753;-0.438471;-0.255157;-0.674983;-0.588755;-0.363004;-0.256892;0.117182
ID;13047;0.219168;1.32413;6.24144;0.822443;1.71048;5.57932;-0.785624;-0.609521;-0.0799701;-0.0698776;-0.654886;-0.545412;-0.521669;-0.0388746;0.47044
ID;13048;0.753847;1.42084;6.08665;0.526686;0.83091;6.0055;-0.728847;-0.579896;-0.298365;-0.208522;-0.907851;-0.371402;-0.157984;-0.113616;0.32426
ID;13049;0.965271;1.35225;5.7941;0.412953;1.39415;6.07399;-0.757999;-0.467488;-0.415994;-0.183963;-0.762747;-0.611167;-0.196498;-0.0779773;0.283933
ID;13050;0.249726;1.37153;6.13436;0.766349;1.4966;5.62881;-0.772951;-0.620731;-0.125361;-0.0390276;-0.731698;-0.515824;-0.443691;-0.0410081;0.339331
ID;13051;0.799055;1.40028;5.63016;0.830867;1.15419;5.81532;-0.762715;-0.481831;-0.427776;-0.0557882;-0.824285;-0.434547;-0.32991;-0.151272;0.157393
ID;13052;0.965289;1.57484;5.90815;0.466943;1.52318;5.95723;-0.675165;-0.555294;-0.440081;-0.205254;-0.721942;-0.63655;-0.266468;-0.0509774;0.251125
ID;13053;0.891081;1.0242;5.84271;0.839056;1.21581;6.08474;-0.849685;-0.385362;-0.302666;-0.194742;-0.779096;-0.49601;-0.283173;-0.25845;0.147321
ID;13054;1.056;1.4343;5.84669;0.426222;1.53515;6.03577;-0.717814;-0.482571;-0.446194;-0.22974;-0.716721;-0.655377;-0.229486;-0.0642502;0.324238
ID;13055;0.608232;1.71886;5.72963;1.21105;1.55962;6.05776;-0.652625;-0.633224;-0.415679;-0.0178456;-0.626437;-0.529444;-0.462708;-0.336401;0.340981
ID;13056;0.94838;1.44774;6.21317;0.56776;1.2906;6.06522;-0.678143;-0.57827;-0.322851;-0.31858;-0.786732;-0.555618;-0.230251;-0.139018;0.230995
ID;13057;1.08562;1.32024;6.07975;0.18372;0.955523;6.15524;-0.714312;-0.49019;-0.368431;-0.337238;-0.887681;-0.454221;-0.0713611;-0.0247614;0.470419
ID;13058;0.688772;1.54024;6.23313;0.824408;1.49543;5.56924;-0.681532;-0.649253;-0.251384;-0.225367;-0.732128;-0.488543;-0.472945;-0.0404779;0.335731
ID;13059;0.903581;1.26191;5.80374;0.753118;0.848254;5.95901;-0.789374;-0.454403;-0.376192;-0.169956;-0.890517;-0.353255;-0.211101;-0.193976;0.2202
ID;13060;0.947996;1.8626;5.71884;0.974703;1.0511;5.7664;-0.585845;-0.583719;-0.550556;-0.11378;-0.842473;-0.368533;-0.340407;-0.196333;0.406704
ID;13061;0.418624;1.60724;6.01821;0.484791;0.521689;5.84781;-0.692058;-0.678231;-0.24129;-0.0532707;-0.965878;-0.231079;-0.114512;-0.0238684;0.547035
ID;13062;0.43903;1.291;5.99233;0.894183;1.46796;5.71058;-0.796608;-0.561979;-0.214707;-0.0591276;-0.732936;-0.497622;-0.448382;-0.118874;0.258341
ID;13063;0.359196;1.23431;6.20736;0.699601;1.40386;5.89619;-0.807358;-0.565079;-0.124888;-0.115161;-0.754289;-0.552718;-0.333797;-0.118869;0.216352
ID;13064;0.668442;1.22478;5.77176;0.942563;1.35442;5.84402;-0.815756;-0.477667;-0.319777;-0.0641776;-0.754769;-0.482933;-0.399286;-0.194089;0.164336
ID;13065;0.398117;1.54075;5.93888;0.0878533;1.43946;6.23551;-0.71739;-0.648971;-0.252615;-0.0193084;-0.751833;-0.657667;-0.0446355;-0.0151046;0.211427
ID;13066;0.473292;0.820586;5.83199;0.834196;1.56404;5.97213;-0.916948;-0.357017;-0.177883;-0.0101305;-0.685359;-0.592298;-0.381844;-0.183472;0.428281
ID;13067;0.678866;0.52841;5.76046;1.15608;1.31651;6.01387;-0.96236;-0.215412;-0.147624;-0.0752827;-0.714569;-0.462841;-0.400003;-0.339361;0.511579
ID;13068;1.03947;1.4937;5.97735;0.600423;0.629228;5.74237;-0.685012;-0.531353;-0.423266;-0.263189;-0.950494;-0.260422;-0.16715;-0.0283379;0.520275
ID;13069;0.36103;0.982951;6.13647;0.695527;0.418121;5.68822;-0.87658;-0.456801;-0.118526;-0.0942952;-0.97699;-0.165815;-0.124814;-0.0491646;0.312447
ID;13070;0.798664;1.60855;5.93151;0.546809;1.35238;5.97535;-0.676382;-0.604428;-0.391841;-0.153736;-0.774403;-0.56955;-0.259363;-0.0929746;0.179313
ID;13071;0.688058;1.65516;5.63753;0.786906;0.580739;5.81431;-0.676508;-0.578559;-0.455413;-0.0143449;-0.94605;-0.231699;-0.168187;-0.151719;0.54941
ID;13072;0.170038;0.842165;6.13906;0.782416;1.46575;5.92612;-0.91257;-0.403716;-0.0639426;-0.0118258;-0.726508;-0.563334;-0.360873;-0.156883;0.414428
ID;13073;0.823994;1.74387;5.7256;0.295062;0.846749;6.14068;-0.637647;-0.590061;-0.487785;-0.0854417;-0.909057;-0.401046;-0.0891705;-0.0694741;0.524188
ID;13074;0.269412;1.40863;6.09239;1.23284;1.59257;6.15658;-0.761466;-0.630446;-0.147683;-0.0299478;-0.595083;-0.555906;-0.449284;-0.367409;0.492912
ID;13075;0.504298;1.35821;5.90097;0.432396;0.779126;6.02379;-0.776687;-0.567396;-0.269381;-0.047468;-0.921617;-0.35729;-0.128763;-0.0799172;0.294276
ID;13076;1.12304;0.916627;5.8379;0.990672;1.19078;5.79478;-0.845799;-0.313236;-0.312463;-0.298118;-0.80196;-0.41433;-0.377971;-0.205741;0.158174
ID;13077;0.547095;1.19537;6.11491;0.186867;0.72022;6.12414;-0.811855;-0.527117;-0.197016;-0.155639;-0.935768;-0.34712;-0.0606422;-0.0130188;0.295508
ID;13078;0.0342704;1.44751;6.25864;1.014;1.30823;6.02766;-0.749317;-0.661915;-0.0194699;-0.00364503;-0.737201;-0.489937;-0.360808;-0.293793;0.484754
ID;13079;0.745529;0.648587;5.60965;1.22591;1.5604;6.12129;-0.947262;-0.24174;-0.207587;-0.0341106;-0.612538;-0.540759;-0.449866;-0.360551;0.615227
ID;13080;0.519115;0.913305;6.01306;0.398102;1.195;6.18413;-0.890587;-0.407057;-0.169525;-0.111451;-0.81752;-0.545285;-0.13841;-0.123157;0.160018
ID;13081;1.0673;1.30213;5.80012;0.867364;1.22554;5.90774;-0.76174;-0.432885;-0.424133;-0.229071;-0.793439;-0.46762;-0.334832;-0.199185;0.105306
ID;13082;0.693935;1.57705;5.94377;1.27456;1.58376;6.19525;-0.693848;-0.616724;-0.350397;-0.124294;-0.582447;-0.552821;-0.448184;-0.392779;0.314569
ID;13083;1.07812;1.5854;6.00153;0.959193;1.73456;5.84604;-0.646996;-0.553878;-0.447797;-0.272201;-0.624988;-0.584148;-0.490194;-0.166946;0.119556
ID;13084;1.01146;1.31812;5.83157;0.526657;1.44331;6.02344;-0.759797;-0.455699;-0.409073;-0.218419;-0.744039;-0.610213;-0.253117;-0.0998908;0.250643
ID;13085;0.655581;0.811944;5.98493;0.55985;1.44684;5.89684;-0.904095;-0.350846;-0.181281;-0.163271;-0.746729;-0.589243;-0.301614;-0.0649445;0.326636
ID;13086;0.868682;0.534622;5.59297;0.848726;0.507819;5.57282;-0.960647;-0.187882;-0.18566;-0.0859509;-0.965623;-0.178655;-0.176576;-0.0669086;0.0235598
ID;13087;1.01306;1.40307;6.01124;0.297461;1.3909;6.13344;-0.712006;-0.5167;-0.386718;-0.276619;-0.765673;-0.62478;-0.142077;-0.0566556;0.352239
ID;13088;0.952339;1.733;5.70128;0.797344;1.07963;6.05348;-0.636424;-0.54862;-0.528925;-0.119243;-0.823486;-0.447684;-0.252493;-0.240204;0.371217
ID;13089;0.538027;1.14111;5.86736;1.0582;1.74757;5.90345;-0.840031;-0.479829;-0.247933;-0.0513894;-0.605345;-0.57698;-0.504997;-0.21361;0.398759
ID;13090;0.466982;1.29331;6.19878;0.448171;0.286823;5.89627;-0.783546;-0.579768;-0.164016;-0.151736;-0.98927;-0.130642;-0.0579563;-0.0303092;0.525676
ID;13091;0.532813;1.3325;6.17153;0.923444;1.51008;6.14781;-0.76878;-0.586231;-0.195726;-0.164324;-0.672439;-0.591499;-0.346102;-0.279584;0.213023
ID;13092;0.685325;1.45387;6.18299;0.665826;1.58264;5.77831;-0.715462;-0.613981;-0.254362;-0.215505;-0.700632;-0.592867;-0.392977;-0.0565064;0.212912
ID;13093;0.381515;1.26854;6.01202;0.453071;0.52566;5.99874;-0.804278;-0.561316;-0.189971;-0.0444214;-0.962228;-0.242348;-0.0936526;-0.0813187;0.372731
ID;13094;0.701444;1.4519;5.80437;0.552059;1.34743;5.74184;-0.743241;-0.551568;-0.369409;-0.0830776;-0.781499;-0.532956;-0.324346;-0.00418474;0.100365
ID;13095;0.769077;1.47317;5.75852;0.829811;0.738903;5.73156;-0.735244;-0.536048;-0.404864;-0.0903022;-0.923519;-0.278335;-0.230056;-0.129289;0.368054
ID;13096;0.297711;1.40266;6.13648;1.33045;1.51197;6.13725;-0.761808;-0.62937;-0.1422;-0.0576274;-0.603673;-0.507428;-0.461649;-0.406172;0.519039
ID;13097;0.468598;0.841922;6.06302;1.03568;1.76776;5.80502;-0.905664;-0.384645;-0.137962;-0.113081;-0.609675;-0.562085;-0.530951;-0.174494;0.532882
ID;13098;0.814254;1.56046;5.93058;0.779277;0.892845;5.81829;-0.691902;-0.587077;-0.387519;-0.162605;-0.890877;-0.350861;-0.25159;-0.141202;0.33975
ID;13099;0.287238;1.1512;6.18078;0.454337;1.25155;5.92621;-0.835286;-0.53404;-0.105379;-0.0774145;-0.809548;-0.538192;-0.23114;-0.0394424;0.13403
ID;13100;1.1936;1.26192;5.99596;0.490765;0.649761;6.01498;-0.725953;-0.435473;-0.397958;-0.353533;-0.941827;-0.296486;-0.118244;-0.105241;0.457644
ID;13101;0.18312;1.22008;6.11753;0.309092;1.41597;6.21192;-0.819595;-0.564209;-0.0994001;-0.00715853;-0.754309;-0.63858;-0.122931;-0.0901208;0.131356
ID;13102;0.794782;0.758742;5.856;0.829279;1.13556;5.80471;-0.913252;-0.303337;-0.212452;-0.169772;-0.830161;-0.426838;-0.327103;-0.147124;0.189531
ID;13103;0.749973;1.45148;6.11071;1.00357;1.67015;6.07182;-0.717042;-0.594339;-0.295372;-0.212997;-0.619158;-0.608717;-0.423152;-0.258937;0.168205
ID;13104;1.00192;1.76926;5.72705;0.947062;1.50278;5.97118;-0.617902;-0.550551;-0.543577;-0.140052;-0.694211;-0.551792;-0.401924;-0.228153;0.183703
ID;13105;0.833337;1.08173;5.79708;0.838109;1.33754;5.8895;-0.844375;-0.406838;-0.315569;-0.148086;-0.765292;-0.506098;-0.358182;-0.172913;0.136263
ID;13106;0.788156;1.52998;5.8069;0.494339;1.09325;5.97309;-0.712635;-0.558677;-0.409242;-0.112036;-0.850661;-0.478325;-0.203483;-0.0785886;0.263369
ID;13107;0.796675;1.59166;6.09706;0.618741;0.863959;5.90388;-0.667343;-0.629905;-0.337119;-0.210295;-0.901639;-0.367613;-0.200361;-0.108463;0.393382
ID;13108;0.345041;0.504315;5.96799;0.487275;1.62009;5.79602;-0.968269;-0.236022;-0.080875;-0.0144491;-0.689467;-0.640034;-0.339105;-3.78051e-05;0.562214
ID;13109;0.785022;0.696827;5.68035;0.752633;1.32355;5.56803;-0.936018;-0.262453;-0.218351;-0.0855032;-0.788765;-0.456323;-0.411584;-0.014781;0.320128
ID;13110;0.732937;0.857687;5.89944;0.760341;0.855982;5.77145;-0.895621;-0.35267;-0.220293;-0.157979;-0.902782;-0.333884;-0.246542;-0.112799;0.0559929
ID;13111;1.12341;1.63035;6.04756;0.631814;1.37916;6.176;-0.619283;-0.566173;-0.457393;-0.294497;-0.745121;-0.593275;-0.229768;-0.200066;0.278932
ID;13112;0.975505;1.58385;6.06161;1.27721;1.46953;5.99205;-0.653152;-0.587984;-0.401002;-0.258582;-0.653617;-0.474634;-0.473473;-0.351185;0.163509
ID;13113;0.807925;1.04783;6.00802;0.364429;1.3137;6.22183;-0.835327;-0.428692;-0.257873;-0.22793;-0.782845;-0.596839;-0.129018;-0.119546;0.244284
ID;13114;0.798236;0.997739;5.52445;0.890886;1.1664;5.68662;-0.877953;-0.340633;-0.335957;-0.0173407;-0.825681;-0.405289;-0.372842;-0.122393;0.139069
ID;13115;1.25609;1.21348;6.01571;0.760234;1.07217;5.64111;-0.723173;-0.412596;-0.393553;-0.389744;-0.858216;-0.390281;-0.3295;-0.0507627;0.373305
ID;13116;0.481582;1.40333;5.92939;0.794916;1.13583;5.59218;-0.76221;-0.589997;-0.261841;-0.0487676;-0.841887;-0.396129;-0.363857;-0.0437808;0.233695
ID;13117;0.697905;1.39466;6.1065;1.16559;1.57545;6.0343;-0.740676;-0.581744;-0.271954;-0.19752;-0.632643;-0.538763;-0.4605;-0.312148;0.250066
ID;13118;0.791712;0.94772;6.00878;0.487945;1.36264;5.87618;-0.860214;-0.393013;-0.23189;-0.227597;-0.776106;-0.567808;-0.272517;-0.0314257;0.279769
ID;13119;0.654278;1.09488;5.88933;0.776345;1.47739;6.0174;-0.846633;-0.450645;-0.260462;-0.110868;-0.715388;-0.583966;-0.335184;-0.186696;0.215669
ID;13120;0.942494;0.982128;5.93782;0.553412;1.32893;5.90637;-0.842819;-0.377131;-0.2831;-0.259391;-0.78418;-0.551133;-0.276577;-0.0694228;0.265059
ID;13121;0.833265;1.34187;5.82922;0.649336;1.69454;5.73963;-0.769199;-0.497331;-0.373086;-0.147653;-0.661107;-0.620068;-0.420985;-0.034998;0.204645
ID;13122;0.584129;1.50375;5.96193;0.492571;1.44448;6.1582;-0.724108;-0.614214;-0.298739;-0.0957281;-0.737691;-0.629801;-0.200896;-0.137128;0.108288
ID;13123;0.682833;1.78263;5.62025;0.637889;1.26438;5.98737;-0.628359;-0.608338;-0.484821;-0.00625187;-0.794964;-0.527679;-0.265955;-0.137311;0.316505
ID;13124;0.605679;0.922756;5.74718;0.679805;1.58118;6.11;-0.894897;-0.374597;-0.240551;-0.0311872;-0.680977;-0.6471;-0.294033;-0.176285;0.381698
ID;13125;1.22867;1.41484;6.14577;0.806074;1.08596;6.02834;-0.649684;-0.504082;-0.410172;-0.394426;-0.823858;-0.445684;-0.261408;-0.232999;0.287232
ID;13126;0.732328;1.02779;5.578;0.0767904;1.29908;6.24512;-0.870755;-0.369972;-0.323676;-0.0118189;-0.796212;-0.603824;-0.0347131;-0.0154204;0.381461
ID;13127;0.993875;0.894723;5.732;0.601995;1.07009;6.03881;-0.879595;-0.309797;-0.301924;-0.197939;-0.84653;-0.464901;-0.20939;-0.153003;0.189313
ID;13128;0.962729;1.69164;5.88911;0.664791;0.935333;5.86727;-0.636496;-0.582774;-0.469731;-0.186011;-0.88572;-0.386577;-0.231911;-0.11079;0.406301
ID;13129;1.01916;1.67405;5.78347;0.634908;1.35791;6.13849;-0.647215;-0.53859;-0.511327;-0.171981;-0.754971;-0.58087;-0.238636;-0.188844;0.297821
ID;13130;1.03099;1.04438;5.84814;0.917153;1.23831;6.10596;-0.828535;-0.370672;-0.333741;-0.25446;-0.75927;-0.49561;-0.301947;-0.294462;0.151864
ID;13131;0.824477;1.07508;6.00021;0.752513;1.78936;5.65273;-0.827678;-0.435514;-0.269254;-0.229736;-0.624603;-0.600842;-0.497397;-0.0381661;0.399285
ID;13132;0.618689;1.5187;5.89363;0.51975;0.862551;5.93448;-0.720528;-0.602808;-0.332547;-0.0829136;-0.905113;-0.379235;-0.175868;-0.0775989;0.331105
ID;13133;0.407225;0.796144;6.00293;0.855721;1.30976;5.77882;-0.919953;-0.364965;-0.13064;-0.058481;-0.780913;-0.473575;-0.382996;-0.138618;0.319531
ID;13134;0.457481;1.4757;5.95859;1.07524;0.82801;5.78765;-0.738283;-0.621921;-0.256397;-0.0491274;-0.877327;-0.284457;-0.284451;-0.261667;0.426516
ID;13135;0.70458;0.900302;5.93815;0.425056;1.63953;5.96703;-0.885871;-0.376546;-0.218006;-0.160993;-0.681383;-0.681356;-0.264749;-0.0371372;0.39271
ID;13136;0.677574;1.32708;5.86986;0.504219;1.27222;6.09338;-0.780951;-0.526538;-0.319534;-0.103789;-0.794492;-0.558662;-0.202037;-0.12594;0.124626
ID;13137;0.521059;1.03812;6.01949;0.539578;0.953231;5.93479;-0.861107;-0.458364;-0.189688;-0.111425;-0.884496;-0.414295;-0.197063;-0.0848087;0.0570344
ID;13138;1.06888;1.17887;6.04891;1.09203;1.82897;5.80786;-0.759922;-0.442003;-0.337116;-0.336905;-0.58142;-0.561165;-0.55924;-0.185188;0.345842
ID;13139;0.921791;1.23751;6.04018;0.420448;1.04209;5.95614;-0.768133;-0.484403;-0.319028;-0.271194;-0.866354;-0.463422;-0.181745;-0.040489;0.287624
ID;13140;0.760779;0.949051;5.82471;0.818797;0.276908;5.58462;-0.879368;-0.374608;-0.261613;-0.13394;-0.988641;-0.100162;-0.0949473;-0.0595068;0.349014
ID;13141;0.981638;1.61416;5.77437;0.692308;1.43496;5.86395;-0.672374;-0.530821;-0.489799;-0.161986;-0.746452;-0.558533;-0.346891;-0.102556;0.17403
ID;13142;0.981203;1.70493;5.97001;1.02876;1.36205;5.98906;-0.621757;-0.600653;-0.453962;-0.215759;-0.725101;-0.496815;-0.386731;-0.279005;0.173372
ID;13143;0.582876;1.49946;5.99086;1.02351;1.47402;5.79331;-0.724162;-0.617232;-0.288772;-0.105951;-0.714278;-0.488676;-0.461394;-0.195238;0.233758
ID;13144;0.931413;1.41429;6.10264;0.574572;0.777768;5.90378;-0.707269;-0.551817;-0.342877;-0.278756;-0.92093;-0.336835;-0.174072;-0.0901554;0.397496
ID;13145;1.13099;1.40877;6.00624;0.920613;1.23209;5.69086;-0.693583;-0.493627;-0.419136;-0.315595;-0.8052;-0.420222;-0.396585;-0.13337;0.227561
ID;13146;0.456924;1.57233;6.16578;0.755016;1.55603;5.67709;-0.696408;-0.67867;-0.200432;-0.119369;-0.710333;-0.545509;-0.441632;-0.0529915;0.284702
ID;13147;0.546054;0.780317;5.85752;1.21076;1.39833;6.00261;-0.923174;-0.33632;-0.177605;-0.055636;-0.684084;-0.472795;-0.436643;-0.343274;0.479584
ID;13148;0.13278;0.820221;6.20933;1.28359;1.57276;6.24046;-0.916679;-0.396584;-0.04112;-0.0270163;-0.574757;-0.557785;-0.435726;-0.410698;0.680769
ID;13149;0.912527;1.10605;5.83911;0.637386;0.251703;5.70772;-0.827705;-0.40899;-0.329588;-0.197493;-0.991616;-0.103138;-0.0715376;-0.0307112;0.467737
ID;13150;0.575751;1.5913;6.16375;1.14114;1.5379;5.93118;-0.681685;-0.671599;-0.243323;-0.158288;-0.663423;-0.510425;-0.47225;-0.276252;0.305545
ID;13151;0.657963;1.38376;5.79078;0.887647;1.11958;5.71725;-0.767412;-0.535328;-0.347058;-0.0636694;-0.836427;-0.396829;-0.352842;-0.135718;0.170999
ID;13152;0.269723;1.39732;6.03511;0.884097;1.23753;5.95007;-0.765661;-0.621755;-0.164669;-0.00828614;-0.783878;-0.475883;-0.331618;-0.221585;0.309419
ID;13153;0.902334;1.46652;6.10431;0.755262;1.15101;5.86573;-0.694915;-0.573852;-0.344455;-0.262941;-0.82698;-0.453346;-0.301155;-0.141024;0.221135
ID;13154;0.672883;1.65433;6.0082;0.941957;1.5327;5.78566;-0.663611;-0.654893;-0.33591;-0.133795;-0.702733;-0.521503;-0.457154;-0.158781;0.186409
ID;13155;0.671107;1.39376;5.9245;0.695234;1.42532;5.97822;-0.757512;-0.55861;-0.316066;-0.119302;-0.742264;-0.573777;-0.313529;-0.14671;0.0349322
ID;13156;1.22518;1.41533;6.07408;0.0750228;0.941545;6.21577;-0.66391;-0.489944;-0.427243;-0.369652;-0.891212;-0.452425;-0.0322749;-0.00339184;0.594569
ID;13157;0.483159;1.2647;5.88022;1.1883;1.30114;5.99838;-0.805993;-0.533972;-0.253384;-0.0323346;-0.715916;-0.448651;-0.406831;-0.347369;0.373908
ID;13158;0.670201;0.518878;5.73963;0.524641;0.422774;5.80591;-0.964597;-0.210729;-0.146305;-0.0611645;-0.977467;-0.184035;-0.100767;-0.023154;0.0663198
ID;13159;0.503547;0.687049;5.78209;1.32324;1.35536;6.09255;-0.941573;-0.295201;-0.16216;-0.00115357;-0.657415;-0.455784;-0.430553;-0.41796;0.602622
ID;13160;1.00821;0.912636;5.78602;1.18509;1.41474;6.13317;-0.868535;-0.321607;-0.301227;-0.226888;-0.660537;-0.510341;-0.402291;-0.376039;0.335249
ID;13161;0.420744;0.678639;5.96551;0.623257;0.815349;5.74548;-0.94173;-0.310416;-0.120117;-0.0485745;-0.917206;-0.331532;-0.217438;-0.0392573;0.103029
